id,member_id,loan_amnt,term,grade,sub_grade,numeric_grade,purpose,addr_state,earliest_cr_line_with_correct_year,issue_date_with wrong year,date,term_int
68513112,73402824,4200, 36 months,E,E3,22,debt_consolidation,CA,1/1/2012,4/13/2019,4/13/2012,36
68513138,73402851,20400, 36 months,A,A5,60,debt_consolidation,GA,1/1/2012,5/13/2019,5/13/2012,36
68513155,73402868,20000, 36 months,A,A5,60,debt_consolidation,GA,1/1/2012,7/11/2019,7/11/2012,36
68513200,73402915,20000, 60 months,E,E2,23,debt_consolidation,MD,1/1/2012,10/9/2019,10/9/2012,60
68513209,73402925,10000, 36 months,C,C2,43,debt_consolidation,OR,1/1/2012,6/13/2019,6/13/2012,36
68513282,73402999,28000, 36 months,D,D3,32,debt_consolidation,IL,1/1/2012,1/13/2019,1/13/2012,36
68513296,73403013,8000, 36 months,F,F1,14,debt_consolidation,TX,1/1/2012,10/13/2019,10/13/2012,36
68513335,73403053,6000, 36 months,A,A5,60,debt_consolidation,CA,1/1/2012,11/13/2019,11/13/2012,36
68513342,73403060,25000, 60 months,E,E4,21,debt_consolidation,NY,1/1/2012,11/9/2019,11/9/2012,60
68513367,73403085,14950, 60 months,B,B3,52,debt_consolidation,TX,1/1/2012,11/12/2019,11/12/2012,60
68513368,73403086,12300, 36 months,C,C1,44,debt_consolidation,CA,1/1/2012,4/13/2019,4/13/2012,36
68513372,73403090,20000, 60 months,D,D2,33,home_improvement,NC,1/1/2012,9/13/2019,9/13/2012,60
68513379,73403098,10000, 36 months,B,B4,51,home_improvement,LA,1/1/2012,10/13/2019,10/13/2012,36
68513382,73403102,5000, 36 months,B,B1,54,home_improvement,GA,1/1/2012,5/13/2019,5/13/2012,36
68513409,73403129,15000, 36 months,B,B5,50,home_improvement,MN,1/1/2012,12/14/2019,12/14/2012,36
68513426,73403146,10000, 36 months,C,C4,41,home_improvement,CO,1/1/2012,12/14/2019,12/14/2012,36
68513442,73403162,35000, 36 months,C,C3,42,home_improvement,WI,1/1/2012,11/14/2019,11/14/2012,36
68513446,73403166,24000, 36 months,D,D4,31,home_improvement,TX,1/1/2012,8/14/2019,8/14/2012,36
68513447,73403168,14000, 60 months,A,A5,60,home_improvement,NC,1/1/2012,6/14/2019,6/14/2012,60
68513485,73403207,15000, 36 months,D,D4,31,home_improvement,OK,1/1/2012,6/14/2019,6/14/2012,36
68513500,73403223,21000, 36 months,C,C2,43,home_improvement,IL,1/1/2012,5/14/2019,5/14/2012,36
68513512,73403235,25000, 60 months,C,C1,44,home_improvement,NY,1/1/2012,4/14/2019,4/14/2012,60
68513544,73403267,10000, 36 months,E,E5,10,home_improvement,CA,1/1/2012,3/14/2019,3/14/2012,36
68513568,73403291,10000, 36 months,B,B5,50,home_improvement,NV,1/1/2012,2/14/2019,2/14/2012,36
68513584,73403308,8000, 36 months,B,B2,53,home_improvement,NJ,1/1/2012,2/14/2019,2/14/2012,36
68513587,73403311,5000, 36 months,A,A5,60,home_improvement,MO,1/1/2012,2/14/2019,2/14/2012,36
68513592,73403316,11000, 36 months,C,C1,44,home_improvement,IL,1/1/2012,2/14/2019,2/14/2012,36
68513613,73403338,4300, 36 months,B,B5,50,home_improvement,NY,1/1/2012,6/15/2019,6/15/2012,36
68513615,73403340,35000, 36 months,D,D1,34,home_improvement,WV,1/1/2012,6/15/2019,6/15/2012,36
68513657,73403383,7450, 36 months,B,B3,52,home_improvement,FL,1/1/2012,5/15/2019,5/15/2012,36
68513661,73403387,35000, 60 months,B,B4,51,home_improvement,FL,1/1/2012,5/15/2019,5/15/2012,60
68513683,73403412,12000, 36 months,B,B4,51,home_improvement,WA,1/1/2012,5/15/2019,5/15/2012,36
68513701,73403434,21000, 60 months,E,E5,10,home_improvement,IN,1/1/2012,5/15/2019,5/15/2012,60
68513796,73403531,7675, 36 months,B,B2,53,home_improvement,IN,1/1/2012,4/15/2019,4/15/2012,36
68513797,73403532,17000, 60 months,E,E2,23,home_improvement,AR,1/1/2012,3/15/2019,3/15/2012,60
68513833,73403569,12000, 36 months,B,B3,52,home_improvement,NJ,1/1/2012,2/15/2019,2/15/2012,36
68513851,73403587,12000, 36 months,C,C3,42,home_improvement,WV,1/1/2012,1/15/2019,1/15/2012,36
68513867,73403603,28000, 60 months,D,D1,34,home_improvement,WA,1/1/2012,1/15/2019,1/15/2012,60
68513891,73403627,3000, 36 months,E,E5,10,home_improvement,FL,1/1/2012,7/13/2019,7/13/2012,36
68513893,73403630,17000, 60 months,D,D5,30,home_improvement,OH,1/1/2012,12/13/2019,12/13/2012,60
68513905,73403642,14000, 60 months,B,B2,53,home_improvement,CA,1/1/2012,1/13/2019,1/13/2012,60
68513907,73403644,15000, 36 months,C,C5,40,home_improvement,FL,1/1/2012,2/13/2019,2/13/2012,36
68513917,73403654,4000, 36 months,B,B5,50,home_improvement,FL,1/1/2012,12/13/2019,12/13/2012,36
68513991,73403729,15000, 36 months,A,A1,64,home_improvement,MA,1/1/2012,6/12/2019,6/12/2012,36
68514003,73403741,5600, 36 months,B,B2,53,house,NJ,1/1/2012,12/14/2019,12/14/2012,36
68514013,73403751,9925, 36 months,E,E4,21,house,TX,1/1/2012,12/15/2019,12/15/2012,36
68514033,73403772,25000, 60 months,C,C4,41,house,NY,1/1/2012,12/15/2019,12/15/2012,60
68514055,73403794,15000, 36 months,C,C2,43,house,TX,1/1/2012,6/15/2019,6/15/2012,36
68514080,73403820,9000, 36 months,D,D3,32,house,FL,1/1/2012,4/15/2019,4/15/2012,36
68514106,73403847,17600, 36 months,C,C1,44,house,FL,1/1/2012,7/13/2019,7/13/2012,36
68514125,73403867,17750, 60 months,A,A3,62,house,MI,1/1/2012,3/12/2019,3/12/2012,60
68514137,73403880,32000, 36 months,C,C4,41,major_purchase,WA,1/1/2012,10/13/2019,10/13/2012,36
68514188,73403933,11500, 36 months,F,F5,10,major_purchase,NY,1/1/2012,8/10/2019,8/10/2012,36
68514195,73403940,18000, 60 months,D,D1,34,major_purchase,CA,1/1/2012,6/10/2019,6/10/2012,60
68514203,73403950,15000, 60 months,A,A2,63,major_purchase,FL,1/1/2012,1/11/2019,1/11/2012,60
68514266,73404014,2500, 36 months,B,B2,53,major_purchase,NY,1/1/2012,11/10/2019,11/10/2012,36
68514275,73404023,6000, 36 months,C,C2,43,major_purchase,CA,1/1/2012,12/13/2019,12/13/2012,36
68514285,73404033,5000, 36 months,B,B1,54,major_purchase,CO,1/1/2012,6/13/2019,6/13/2012,36
68514309,73404059,35000, 36 months,E,E5,10,major_purchase,FL,1/1/2012,11/14/2019,11/14/2012,36
68514314,73404064,20000, 36 months,B,B5,50,major_purchase,CA,1/1/2012,10/14/2019,10/14/2012,36
68514349,73404099,12000, 36 months,B,B4,51,major_purchase,FL,1/1/2012,10/14/2019,10/14/2012,36
68514377,73404128,7000, 36 months,A,A5,60,major_purchase,GA,1/1/2012,7/14/2019,7/14/2012,36
68514388,73404139,20950, 60 months,A,A4,61,major_purchase,OH,1/1/2012,10/15/2019,10/15/2012,60
68514403,73404154,24000, 36 months,A,A3,62,major_purchase,OH,1/1/2012,8/15/2019,8/15/2012,36
68514442,73404194,10000, 36 months,B,B3,52,major_purchase,UT,1/1/2012,8/15/2019,8/15/2012,36
68514443,73404195,5000, 36 months,D,D3,32,major_purchase,UT,1/1/2012,7/15/2019,7/15/2012,36
68514453,73404206,20000, 60 months,A,A3,62,major_purchase,IL,1/1/2012,12/11/2019,12/11/2012,60
68514482,73404236,20000, 36 months,D,D1,34,major_purchase,NY,1/1/2012,11/13/2019,11/13/2012,36
68514485,73404239,17000, 36 months,B,B3,52,medical,NY,1/1/2012,7/13/2019,7/13/2012,36
68514490,73404244,19750, 36 months,F,F1,14,medical,NY,1/1/2012,10/14/2019,10/14/2012,36
68514503,73404257,14000, 36 months,B,B5,50,medical,NH,1/1/2012,10/14/2019,10/14/2012,36
68514520,73404274,23500, 36 months,D,D4,31,medical,VA,1/1/2012,5/14/2019,5/14/2012,36
68514553,73404309,10000, 36 months,B,B2,53,medical,NY,1/1/2012,12/15/2019,12/15/2012,36
68514562,73404318,7075, 36 months,C,C5,40,medical,PA,1/1/2012,7/15/2019,7/15/2012,36
68514589,73404346,20000, 60 months,D,D3,32,medical,AK,1/1/2012,4/10/2019,4/10/2012,60
68514594,73404351,6000, 36 months,D,D4,31,moving,GA,1/1/2012,12/12/2019,12/12/2012,36
68514618,73404375,22000, 36 months,D,D1,34,moving,MS,1/1/2012,5/15/2019,5/15/2012,36
68514630,73404387,7200, 36 months,C,C5,40,other,FL,1/1/2012,5/13/2019,5/13/2012,36
68514632,73404389,25000, 36 months,A,A5,60,other,AL,1/1/2012,4/12/2019,4/12/2012,36
68514652,73404409,15000, 60 months,E,E4,21,other,GA,1/1/2012,3/13/2019,3/13/2012,60
68514678,73404435,6600, 36 months,C,C4,41,other,NY,1/1/2012,4/10/2019,4/10/2012,36
68514749,73404506,15000, 36 months,E,E2,23,other,KY,1/1/2012,12/13/2019,12/13/2012,36
68514779,73404536,25000, 36 months,B,B5,50,other,PA,1/1/2012,10/12/2019,10/12/2012,36
68514786,73404543,19200, 36 months,F,F5,10,other,CA,1/1/2012,6/13/2019,6/13/2012,36
68514852,73404612,21000, 36 months,D,D5,30,other,NY,1/1/2012,6/13/2019,6/13/2012,36
68514868,73404629,3200, 36 months,D,D5,30,other,CA,1/1/2012,4/13/2019,4/13/2012,36
68514870,73404631,19200, 60 months,D,D1,34,other,VA,1/1/2012,8/12/2019,8/12/2012,60
68514879,73404640,20000, 60 months,A,A2,63,other,FL,1/1/2012,5/12/2019,5/12/2012,60
68514892,73404653,11000, 36 months,D,D1,34,other,FL,1/1/2012,11/14/2019,11/14/2012,36
68514905,73404666,7800, 36 months,C,C5,40,other,SC,1/1/2012,10/14/2019,10/14/2012,36
68514937,73404698,7200, 36 months,E,E4,21,other,TX,1/1/2012,10/14/2019,10/14/2012,36
68515000,73404765,20000, 60 months,C,C2,43,other,MN,1/1/2012,10/14/2019,10/14/2012,60
68515001,73404766,6500, 36 months,E,E3,22,other,IN,1/1/2012,6/14/2019,6/14/2012,36
68515022,73404788,4850, 36 months,E,E4,21,other,IL,1/1/2012,3/14/2019,3/14/2012,36
68515023,73404789,26000, 36 months,D,D3,32,other,MN,1/1/2012,3/14/2019,3/14/2012,36
68515033,73404799,6400, 36 months,D,D1,34,other,MD,1/1/2012,3/14/2019,3/14/2012,36
68515034,73404800,15000, 36 months,E,E2,23,other,CO,1/1/2012,12/15/2019,12/15/2012,36
68515078,73404844,12000, 36 months,C,C5,40,other,LA,1/1/2012,12/15/2019,12/15/2012,36
68515110,73404878,21000, 36 months,C,C1,44,other,NJ,1/1/2012,12/15/2019,12/15/2012,36
68515111,73404880,33300, 36 months,D,D4,31,other,IL,1/1/2012,12/15/2019,12/15/2012,36
68515121,73404890,15450, 36 months,B,B3,52,other,AZ,1/1/2012,11/15/2019,11/15/2012,36
68515130,73404899,15000, 60 months,E,E5,10,other,NV,1/1/2012,11/15/2019,11/15/2012,60
68515142,73404911,12000, 60 months,A,A1,64,other,FL,1/1/2012,10/15/2019,10/15/2012,60
68515191,73404961,21000, 36 months,F,F3,12,other,VA,1/1/2012,10/15/2019,10/15/2012,36
68515212,73404982,17500, 36 months,B,B2,53,other,OH,1/1/2012,9/15/2019,9/15/2012,36
68515242,73405012,12000, 36 months,B,B3,52,other,IN,1/1/2012,9/15/2019,9/15/2012,36
68515273,73405045,11050, 60 months,D,D2,33,other,PA,1/1/2012,8/15/2019,8/15/2012,60
68515287,73405059,8975, 36 months,C,C1,44,other,FL,1/1/2012,8/15/2019,8/15/2012,36
68515333,73405105,10000, 60 months,D,D1,34,other,NY,1/1/2012,8/15/2019,8/15/2012,60
68515400,73405176,8000, 36 months,C,C2,43,other,IN,1/1/2012,7/15/2019,7/15/2012,36
68515402,73405179,20000, 36 months,C,C4,41,other,PA,1/1/2012,7/15/2019,7/15/2012,36
68515429,73405207,17475, 60 months,C,C2,43,other,NY,1/1/2012,6/15/2019,6/15/2012,60
68515470,73405250,5000, 36 months,C,C1,44,other,TX,1/1/2012,6/15/2019,6/15/2012,36
68515489,73405271,8000, 36 months,D,D5,30,other,RI,1/1/2012,5/15/2019,5/15/2012,36
68515492,73405274,14650, 60 months,A,A5,60,other,OH,1/1/2012,5/15/2019,5/15/2012,60
68515529,73405312,3800, 36 months,C,C5,40,other,MO,1/1/2012,5/15/2019,5/15/2012,36
68515555,73405339,13250, 60 months,C,C5,40,other,KS,1/1/2012,4/15/2019,4/15/2012,60
68515577,73405361,35000, 36 months,A,A5,60,other,CA,1/1/2012,3/15/2019,3/15/2012,36
68515596,73405381,5000, 36 months,D,D5,30,other,LA,1/1/2012,3/15/2019,3/15/2012,36
68515597,73405382,12000, 60 months,D,D1,34,other,MN,1/1/2012,2/15/2019,2/15/2012,60
68515642,73405427,10000, 36 months,C,C3,42,other,VT,1/1/2012,1/15/2019,1/15/2012,36
68515694,73405480,4900, 36 months,D,D2,33,other,TX,1/1/2012,10/13/2019,10/13/2012,36
68515712,73405499,3775, 36 months,D,D4,31,other,NY,1/1/2012,9/13/2019,9/13/2012,36
68515720,73405508,28000, 36 months,A,A5,60,other,AR,1/1/2012,11/12/2019,11/12/2012,36
68515772,73405561,24000, 36 months,C,C1,44,other,GA,1/1/2012,3/11/2019,3/11/2012,36
68515796,73405585,30000, 36 months,D,D2,33,other,CA,1/1/2012,1/13/2019,1/13/2012,36
68515842,73405635,18500, 36 months,D,D2,33,small_business,AZ,1/1/2012,7/13/2019,7/13/2012,36
68515873,73405667,13000, 36 months,A,A5,60,small_business,MO,1/1/2012,12/15/2019,12/15/2012,36
68515876,73405670,2000, 36 months,B,B1,54,small_business,CT,1/1/2012,3/10/2019,3/10/2012,36
68515896,73405692,15000, 36 months,D,D4,31,small_business,MA,1/1/2012,1/11/2019,1/11/2012,36
68515955,73405751,19200, 36 months,E,E5,10,small_business,LA,1/1/2012,5/12/2019,5/12/2012,36
68515973,73405770,10000, 36 months,A,A4,61,small_business,CA,1/1/2012,9/11/2019,9/11/2012,36
68515992,73405789,15850, 60 months,G,G5,0,small_business,TX,1/1/2012,11/9/2019,11/9/2012,60
68516016,73405813,5575, 36 months,C,C5,40,vacation,CO,1/1/2012,5/15/2019,5/15/2012,36
68516081,73405878,25000, 60 months,B,B5,50,wedding,NY,1/1/2012,12/7/2019,12/7/2012,60
68516139,73405939,21000, 60 months,D,D2,33,debt_consolidation,MD,2/1/2012,8/15/2019,8/15/2012,60
68516174,73405975,10000, 36 months,B,B1,54,debt_consolidation,PA,2/1/2012,8/15/2019,8/15/2012,36
68516183,73405984,12000, 36 months,D,D4,31,debt_consolidation,WA,2/1/2012,8/15/2019,8/15/2012,36
68516197,73405998,1800, 36 months,D,D1,34,debt_consolidation,GA,2/1/2012,8/15/2019,8/15/2012,36
68516214,73406015,6000, 36 months,A,A2,63,debt_consolidation,SC,2/1/2012,7/15/2019,7/15/2012,36
68516266,73406067,35000, 60 months,B,B4,51,debt_consolidation,TX,2/1/2012,7/15/2019,7/15/2012,60
68516294,73406096,27850, 36 months,D,D1,34,debt_consolidation,CA,2/1/2012,7/15/2019,7/15/2012,36
68516324,73406127,5000, 36 months,D,D3,32,debt_consolidation,OH,2/1/2012,7/15/2019,7/15/2012,36
68516370,73406174,10000, 36 months,B,B4,51,debt_consolidation,AZ,2/1/2012,7/15/2019,7/15/2012,36
68516426,73406233,9975, 36 months,C,C4,41,debt_consolidation,CA,2/1/2012,7/15/2019,7/15/2012,36
68516442,73406249,35000, 60 months,B,B5,50,debt_consolidation,NY,2/1/2012,7/15/2019,7/15/2012,60
68516477,73406284,24000, 36 months,C,C5,40,debt_consolidation,VA,2/1/2012,7/15/2019,7/15/2012,36
68516502,73406309,6125, 36 months,E,E4,21,debt_consolidation,CT,2/1/2012,7/15/2019,7/15/2012,36
68516507,73406314,14000, 36 months,B,B3,52,debt_consolidation,TX,2/1/2012,7/15/2019,7/15/2012,36
68516537,73406346,35000, 36 months,F,F3,12,debt_consolidation,GA,2/1/2012,7/15/2019,7/15/2012,36
68516540,73406349,12000, 60 months,D,D1,34,debt_consolidation,MI,2/1/2012,7/15/2019,7/15/2012,60
68516545,73406354,25000, 36 months,A,A5,60,debt_consolidation,CO,2/1/2012,7/15/2019,7/15/2012,36
68516556,73406366,20550, 60 months,D,D2,33,debt_consolidation,TX,2/1/2012,7/15/2019,7/15/2012,60
68516838,73406653,23850, 60 months,B,B2,53,debt_consolidation,OH,2/1/2012,7/15/2019,7/15/2012,60
68523113,73412825,12000, 36 months,D,D4,31,debt_consolidation,CA,2/1/2012,6/15/2019,6/15/2012,36
68523136,73412848,35000, 60 months,D,D3,32,debt_consolidation,CA,2/1/2012,6/15/2019,6/15/2012,60
68523173,73412888,8000, 36 months,C,C5,40,debt_consolidation,RI,2/1/2012,6/15/2019,6/15/2012,36
68523180,73412895,6500, 36 months,A,A5,60,debt_consolidation,NJ,2/1/2012,6/15/2019,6/15/2012,36
68523182,73412897,2000, 36 months,B,B5,50,debt_consolidation,FL,2/1/2012,6/15/2019,6/15/2012,36
68523192,73412907,18000, 36 months,D,D2,33,debt_consolidation,IL,2/1/2012,6/15/2019,6/15/2012,36
68523215,73412932,20000, 60 months,D,D2,33,debt_consolidation,CA,2/1/2012,6/15/2019,6/15/2012,60
68523238,73412956,8000, 36 months,C,C5,40,debt_consolidation,PA,2/1/2012,6/15/2019,6/15/2012,36
68523245,73412963,7200, 36 months,C,C5,40,debt_consolidation,NY,2/1/2012,6/15/2019,6/15/2012,36
68523253,73412971,24000, 36 months,C,C3,42,debt_consolidation,SD,2/1/2012,6/15/2019,6/15/2012,36
68523287,73413007,28800, 60 months,B,B1,54,debt_consolidation,IL,2/1/2012,6/15/2019,6/15/2012,60
68523319,73413041,33600, 60 months,A,A4,61,debt_consolidation,NY,2/1/2012,6/15/2019,6/15/2012,60
68523332,73413054,22000, 36 months,D,D4,31,debt_consolidation,TX,2/1/2012,6/15/2019,6/15/2012,36
68523337,73413060,32000, 60 months,D,D3,32,debt_consolidation,FL,2/1/2012,6/15/2019,6/15/2012,60
68523347,73413070,35000, 60 months,C,C2,43,debt_consolidation,IL,2/1/2012,6/15/2019,6/15/2012,60
68523359,73413083,16000, 60 months,B,B1,54,debt_consolidation,OR,2/1/2012,6/15/2019,6/15/2012,60
68523364,73413088,10000, 36 months,C,C2,43,debt_consolidation,MD,2/1/2012,6/15/2019,6/15/2012,36
68523379,73413104,35000, 60 months,C,C4,41,debt_consolidation,NY,2/1/2012,5/15/2019,5/15/2012,60
68523399,73413124,18000, 60 months,E,E5,10,debt_consolidation,CT,2/1/2012,5/15/2019,5/15/2012,60
68523423,73413149,10000, 36 months,E,E3,22,debt_consolidation,FL,2/1/2012,6/15/2019,6/15/2012,36
68523494,73413224,6500, 36 months,E,E1,24,debt_consolidation,NC,2/1/2012,5/15/2019,5/15/2012,36
68523509,73413240,15000, 36 months,C,C1,44,debt_consolidation,VA,2/1/2012,5/15/2019,5/15/2012,36
68523565,73413300,20000, 36 months,E,E4,21,debt_consolidation,NC,2/1/2012,5/15/2019,5/15/2012,36
68523575,73413310,28000, 36 months,C,C3,42,debt_consolidation,MN,2/1/2012,5/15/2019,5/15/2012,36
68523577,73413312,24000, 36 months,B,B3,52,debt_consolidation,MA,2/1/2012,5/15/2019,5/15/2012,36
68523589,73413325,28000, 36 months,B,B4,51,debt_consolidation,MA,2/1/2012,6/15/2019,6/15/2012,36
68523600,73413337,23000, 60 months,D,D2,33,debt_consolidation,IN,2/1/2012,5/15/2019,5/15/2012,60
68523611,73413349,15000, 36 months,E,E3,22,debt_consolidation,NJ,2/1/2012,5/15/2019,5/15/2012,36
68523642,73413381,25000, 60 months,G,G2,3,debt_consolidation,CA,2/1/2012,5/15/2019,5/15/2012,60
68523699,73413439,8000, 36 months,E,E2,23,debt_consolidation,CO,2/1/2012,5/15/2019,5/15/2012,36
68523731,73413473,10000, 60 months,B,B5,50,debt_consolidation,CO,2/1/2012,5/15/2019,5/15/2012,60
68523778,73413520,14400, 36 months,C,C4,41,debt_consolidation,NY,2/1/2012,5/15/2019,5/15/2012,36
68523784,73413526,5000, 36 months,D,D4,31,debt_consolidation,CA,2/1/2012,5/15/2019,5/15/2012,36
68523785,73413527,13000, 36 months,A,A4,61,debt_consolidation,PA,2/1/2012,5/15/2019,5/15/2012,36
68523820,73413562,6025, 36 months,E,E5,10,debt_consolidation,FL,2/1/2012,5/15/2019,5/15/2012,36
68523826,73413568,6000, 36 months,D,D4,31,debt_consolidation,CT,2/1/2012,5/15/2019,5/15/2012,36
68523829,73413571,2000, 36 months,D,D4,31,debt_consolidation,SC,2/1/2012,4/15/2019,4/15/2012,36
68523844,73413586,17750, 36 months,E,E3,22,debt_consolidation,NC,2/1/2012,4/15/2019,4/15/2012,36
68523911,73413654,5000, 36 months,B,B5,50,debt_consolidation,CA,2/1/2012,4/15/2019,4/15/2012,36
68523920,73413663,35000, 36 months,F,F2,13,debt_consolidation,NC,2/1/2012,4/15/2019,4/15/2012,36
68523946,73413689,30000, 60 months,B,B4,51,debt_consolidation,FL,2/1/2012,4/15/2019,4/15/2012,60
68523947,73413690,15000, 60 months,A,A5,60,debt_consolidation,NJ,2/1/2012,5/15/2019,5/15/2012,60
68523971,73413715,9000, 36 months,B,B3,52,debt_consolidation,WI,2/1/2012,4/15/2019,4/15/2012,36
68524055,73413802,20000, 36 months,E,E2,23,debt_consolidation,OH,2/1/2012,4/15/2019,4/15/2012,36
68524058,73413805,3900, 36 months,B,B4,51,debt_consolidation,MI,2/1/2012,4/15/2019,4/15/2012,36
68524081,73413829,8000, 36 months,A,A4,61,debt_consolidation,IL,2/1/2012,4/15/2019,4/15/2012,36
68524089,73413837,15000, 36 months,B,B4,51,debt_consolidation,KY,2/1/2012,4/15/2019,4/15/2012,36
68524091,73413839,18000, 36 months,C,C3,42,debt_consolidation,NV,2/1/2012,4/15/2019,4/15/2012,36
68524092,73413840,22800, 36 months,B,B3,52,debt_consolidation,GA,2/1/2012,4/15/2019,4/15/2012,36
68524095,73413843,2100, 36 months,D,D1,34,debt_consolidation,UT,2/1/2012,4/15/2019,4/15/2012,36
68524102,73413851,16000, 36 months,B,B3,52,debt_consolidation,OR,2/1/2012,4/15/2019,4/15/2012,36
68524103,73413852,14050, 36 months,C,C3,42,debt_consolidation,NH,2/1/2012,4/15/2019,4/15/2012,36
68524124,73413873,18000, 36 months,C,C4,41,debt_consolidation,DE,2/1/2012,4/15/2019,4/15/2012,36
68524137,73413886,28200, 36 months,C,C1,44,debt_consolidation,FL,2/1/2012,4/15/2019,4/15/2012,36
68524145,73413894,12000, 36 months,C,C2,43,debt_consolidation,PA,2/1/2012,3/15/2019,3/15/2012,36
68524152,73413901,7000, 36 months,A,A1,64,debt_consolidation,MO,2/1/2012,4/15/2019,4/15/2012,36
68524161,73413910,30000, 60 months,C,C4,41,debt_consolidation,MS,2/1/2012,4/15/2019,4/15/2012,60
68524176,73413925,7200, 36 months,B,B1,54,debt_consolidation,FL,2/1/2012,4/15/2019,4/15/2012,36
68524197,73413946,16800, 60 months,F,F4,11,debt_consolidation,MI,2/1/2012,3/15/2019,3/15/2012,60
68524229,73413981,11000, 36 months,A,A4,61,debt_consolidation,TX,2/1/2012,3/15/2019,3/15/2012,36
68524230,73413982,5000, 36 months,A,A2,63,debt_consolidation,MD,2/1/2012,3/15/2019,3/15/2012,36
68524242,73413994,18000, 60 months,E,E5,10,debt_consolidation,CO,2/1/2012,3/15/2019,3/15/2012,60
68524322,73414075,5000, 36 months,C,C5,40,debt_consolidation,PA,2/1/2012,3/15/2019,3/15/2012,36
68524348,73414107,6000, 36 months,A,A5,60,debt_consolidation,CA,2/1/2012,3/15/2019,3/15/2012,36
68524378,73414138,8000, 36 months,D,D5,30,debt_consolidation,TX,2/1/2012,3/15/2019,3/15/2012,36
68524398,73414158,26000, 36 months,B,B2,53,debt_consolidation,VA,2/1/2012,3/15/2019,3/15/2012,36
68524441,73414202,20000, 36 months,D,D5,30,debt_consolidation,MA,2/1/2012,3/15/2019,3/15/2012,36
68524468,73414229,15000, 60 months,D,D4,31,debt_consolidation,TN,2/1/2012,3/15/2019,3/15/2012,60
68524483,73414245,20000, 60 months,C,C3,42,debt_consolidation,MD,2/1/2012,4/15/2019,4/15/2012,60
68524489,73414251,11150, 36 months,A,A2,63,debt_consolidation,NV,2/1/2012,3/15/2019,3/15/2012,36
68524518,73414280,5000, 36 months,C,C4,41,debt_consolidation,MD,2/1/2012,3/15/2019,3/15/2012,36
68524569,73414332,16200, 60 months,C,C2,43,debt_consolidation,MI,2/1/2012,3/15/2019,3/15/2012,60
68524603,73414367,25000, 36 months,C,C1,44,debt_consolidation,AR,2/1/2012,3/15/2019,3/15/2012,36
68524608,73414372,20000, 60 months,C,C3,42,debt_consolidation,OH,2/1/2012,3/15/2019,3/15/2012,60
68524618,73414382,7200, 36 months,B,B4,51,debt_consolidation,TN,2/1/2012,2/15/2019,2/15/2012,36
68524648,73414413,20000, 36 months,A,A5,60,debt_consolidation,CA,2/1/2012,2/15/2019,2/15/2012,36
68524685,73414450,9200, 36 months,A,A2,63,debt_consolidation,LA,2/1/2012,2/15/2019,2/15/2012,36
68524721,73414488,19300, 36 months,C,C1,44,debt_consolidation,VA,2/1/2012,2/15/2019,2/15/2012,36
68524741,73414508,25000, 60 months,B,B4,51,debt_consolidation,OH,2/1/2012,2/15/2019,2/15/2012,60
68524745,73414512,6000, 36 months,D,D3,32,debt_consolidation,CA,2/1/2012,2/15/2019,2/15/2012,36
68524756,73414523,18000, 60 months,B,B3,52,debt_consolidation,NJ,2/1/2012,2/15/2019,2/15/2012,60
68524762,73414529,35000, 60 months,A,A2,63,debt_consolidation,AZ,2/1/2012,2/15/2019,2/15/2012,60
68524769,73414536,21675, 36 months,B,B4,51,debt_consolidation,GA,2/1/2012,2/15/2019,2/15/2012,36
68524791,73414558,6000, 36 months,C,C3,42,debt_consolidation,NJ,2/1/2012,2/15/2019,2/15/2012,36
68524802,73414569,9000, 36 months,D,D3,32,debt_consolidation,AZ,2/1/2012,2/15/2019,2/15/2012,36
68524813,73414580,20000, 60 months,C,C4,41,debt_consolidation,CA,2/1/2012,2/15/2019,2/15/2012,60
68524822,73414589,5000, 36 months,D,D4,31,debt_consolidation,NV,2/1/2012,2/15/2019,2/15/2012,36
68524854,73414621,10125, 36 months,C,C3,42,debt_consolidation,CA,2/1/2012,1/15/2019,1/15/2012,36
68524862,73414629,10000, 36 months,A,A2,63,debt_consolidation,TX,2/1/2012,2/15/2019,2/15/2012,36
68524874,73414641,12000, 36 months,C,C3,42,debt_consolidation,FL,2/1/2012,2/15/2019,2/15/2012,36
68524876,73414643,6775, 36 months,A,A4,61,debt_consolidation,AZ,2/1/2012,1/15/2019,1/15/2012,36
68524910,73414679,6000, 36 months,C,C5,40,debt_consolidation,CA,2/1/2012,1/15/2019,1/15/2012,36
68525016,73414786,13300, 36 months,B,B1,54,debt_consolidation,OR,2/1/2012,1/15/2019,1/15/2012,36
68525023,73414793,8000, 36 months,C,C5,40,debt_consolidation,NH,2/1/2012,1/15/2019,1/15/2012,36
68525054,73414824,16000, 60 months,C,C5,40,debt_consolidation,AZ,2/1/2012,1/15/2019,1/15/2012,60
68525062,73414832,16100, 60 months,A,A2,63,debt_consolidation,VA,2/1/2012,1/15/2019,1/15/2012,60
68525067,73414837,15000, 60 months,B,B4,51,debt_consolidation,CO,2/1/2012,1/15/2019,1/15/2012,60
68525126,73414897,20000, 36 months,B,B2,53,debt_consolidation,NY,2/1/2012,1/15/2019,1/15/2012,36
68525127,73414898,15000, 60 months,A,A3,62,debt_consolidation,CO,2/1/2012,1/15/2019,1/15/2012,60
